item_id	source_path	source_hash	target_artifact	status
ZS1-083	src/governance.rs	4d80ffb9f29bb987e488bad93bc35546a6994065e793bd645fc3d73802930552	Docs/learn/stage1_pi_mono/targets/zenpi/files/src/governance.rs_learn.md	[x]
ZS1-084	src/headless.rs	bf252fec95a859b26f9aea402c918e9efbf6c2c55d3e24b403831f86d80ec06e	Docs/learn/stage1_pi_mono/targets/zenpi/files/src/headless.rs_learn.md	[x]
ZS1-085	src/tui.rs	83f5aa5b91f83cdcde80cc43936baafe8c681eb3f885b4fe9b213affa0217681	Docs/learn/stage1_pi_mono/targets/zenpi/files/src/tui.rs_learn.md	[x]
ZS1-086	src/view_model.rs	094833f051ab66d30ce3f6cc74fcc0334ed938e79f5fd8e9269341b62bed08fe	Docs/learn/stage1_pi_mono/targets/zenpi/files/src/view_model.rs_learn.md	[x]
ZS1-087	src/slash_actions.rs	413a1ddba252ef2d435459af257cefa0cf45ef4c0b6ff9007b0b1454d69a8e9d	Docs/learn/stage1_pi_mono/targets/zenpi/files/src/slash_actions.rs_learn.md	[x]
ZS1-088	src/lib.rs	2b429ff43bfba672fea949a9fb51ee6eda41a2975589dbc852a50bef2e13d575	Docs/learn/stage1_pi_mono/targets/zenpi/files/src/lib.rs_learn.md	[x]
ZS1-089	.github/workflows/ci.yml	5d7173fa20a0de949e53525018dad07718a9e4a9d24a5fcd137b056af31792d6	Docs/learn/stage1_pi_mono/targets/zenpi/files/.github/workflows/ci.yml_learn.md	[x]
ZS1-094	src/layout.rs	218c1b1cb7853da8f5c03b51e09d552f0634efb82284e029cbcfaeb434dac05a	Docs/learn/stage1_pi_mono/targets/zenpi/files/src/layout.rs_learn.md	[x]
ZS1-095	src/approval.rs	c592686334a95047f749d7c61c793abc03ce93d5312b22aadeefa5aed9c85844	Docs/learn/stage1_pi_mono/targets/zenpi/files/src/approval.rs_learn.md	[x]
ZS1-096	src/render.rs	6eaaa712745659ae48f429217c5eb8961dd12e71789f8a2bc70867ee71ba25a7	Docs/learn/stage1_pi_mono/targets/zenpi/files/src/render.rs_learn.md	[x]
ZS1-097	Cargo.toml	94c25405859cbec9d1a02e7c1a0a4e0dbbfd96e5c6bc476c23b9dc8be7229a65	Docs/learn/stage1_pi_mono/targets/zenpi/files/Cargo.toml_learn.md	[x]
ZS1-098	Cargo.lock	f822e2d73d49727fdb4898180d26ff75bf95a4f81b638b613cb457e3171a30e1	Docs/learn/stage1_pi_mono/targets/zenpi/files/Cargo.lock_learn.md	[x]
ZS1-099	vendor/crossterm/src/event/source/unix/mio.rs	57f4a90b828444fcc6dd7199a73907bbbccf2df4b7808f9e8a0a4b0771e12e39	Docs/learn/stage1_pi_mono/targets/zenpi/files/vendor/crossterm/src/event/source/unix/mio.rs_learn.md	[x]
ZS1-133	tests/headless_project_workspace.rs	6e87b7649b0e61c8fded9ec1b7bab953a479d6442020868a3e76d408d411248d	Docs/learn/stage1_pi_mono/targets/zenpi/files/tests/headless_project_workspace.rs_learn.md	[x]
